protein_name,PD_single__avg_efficiency,PrimalScheme__avgefficiency,PD_single_primers,PrimalScheme_primers,total_time_sec,graph_peak_mem_MB
SPAP,0.49444937597731675,0.2648045651706166,24,22,158.356,1485.4
