protein_name,graph_nodes,graph_edges,graph_time_sec,graph_peak_mem_MB,PD_single_efficiency,QuickChange_efficiency,PD_single_primers,QuickChange_primers,shortest_path_time,total_time_sec
SPAP,38738,3300211,157.426,1486.4,11.866785023455602,4.443026226240654,24,26,12.413020133972168,202.323
